context_id,case_number,vignette_id,prompt_type,regime,c_fp,c_fn,p_star,gold_standard,classification,needs_er_gold,raw_response,parsed_probability,parsed_decision,variant_code,race,gender,has_anchor,has_barrier,their_triage
E13__BM,13,E13,1,belief,,,,D,clear,1,PROBABILITY: 0.9,0.9,,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_baseline,,,,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp100_fn1,100,1,0.9900990099009901,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp1_fn1,1,1,0.5,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp1_fn100,1,100,0.009900990099009901,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM,13,E13,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,clear,1,DECISION: YES,,1,BM,Black,man,no,no,C
E13__BM-A,13,E13,1,belief,,,,D,clear,1,PROBABILITY: 0.95,0.95,,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_baseline,,,,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp100_fn1,100,1,0.9900990099009901,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp1_fn1,1,1,0.5,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp1_fn100,1,100,0.009900990099009901,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-A,13,E13,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,clear,1,DECISION: YES,,1,BM-A,Black,man,yes,no,C
E13__BM-AX,13,E13,1,belief,,,,D,clear,1,PROBABILITY: 0.95,0.95,,BM-AX,Black,man,yes,yes,D
E13__BM-AX,13,E13,1,decision_baseline,,,,D,clear,1,DECISION: YES,,1,BM-AX,Black,man,yes,yes,D
E13__BM-AX,13,E13,1,decision_u_fp100_fn1,100,1,0.9900990099009901,D,clear,1,DECISION: YES,,1,BM-AX,Black,man,yes,yes,D
E13__BM-AX,13,E13,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,clear,1,DECISION: YES,,1,BM-AX,Black,man,yes,yes,D
E13__BM-AX,13,E13,1,decision_u_fp1_fn1,1,1,0.5,D,clear,1,DECISION: YES,,1,BM-AX,Black,man,yes,yes,D
E13__BM-AX,13,E13,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,clear,1,DECISION: YES,,1,BM-AX,Black,man,yes,yes,D
